symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
URBN,ALGO_RSI_EMA_ADX_CGPT,21,19,2,0.8138,3.4762,3.0137,"[2022-11-10T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2023-01-06T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-02-09T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-02-28T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-06T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-05-04T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2022-11-11T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-01-11T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-02-14T21:30:00+00:00, 2023-02-27T21:30:00+00:00, 2023-03-01T21:30:00+00:00, 2023-03-21T21:30:00+00:00, 2023-03-29T21:30:00+00:00, 2023-03-31T21:30:00+00:00, 2023-04-11T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-05-01T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[1.0, 12.0, 1.0, 1.0, 1.0, 3.0, 3.0, 1.0, 10.0, 5.0, 1.0, 2.0, 2.0, 6.0, 2.0, 1.0, 3.0, 2.0, 5.0, 2.0, 9.0]","[1.2699999999999996, -1.3299999999999983, 0.6000000000000014, 2.580000000000002, 0.7300000000000004, 0.00999999999999801, 0.7800000000000011, 1.6999999999999993, 0.3500000000000014, -1.0, 0.36999999999999744, 1.1699999999999982, 0.25, 0.5800000000000018, 1.4699999999999989, 0.9100000000000001, 4.389999999999997, 0.2600000000000051, 1.0, 0.45000000000000284, 0.5499999999999972]","[5.351875263379687, -5.049354593773722, 2.4203307785397397, 10.08600469116498, 2.7412692452121683, 0.036724201248615536, 2.9590288315629785, 6.305637982195843, 1.2967765839199759, -3.7341299477221805, 1.390977443609013, 4.398496240601497, 0.9523809523809524, 2.1895054737636914, 5.5367231638418035, 3.3406754772393548, 16.15752668384246, 0.7943782462572719, 3.0684258975145746, 1.3412816691505303, 1.7022593624264843]",2023-10-04 01:08:10,0.9047619047619048,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
JBL,ALGO_RSI_EMA_ADX_CGPT,14,12,2,2.3764,4.3571,2.7577,"[2022-09-01T21:30:00+00:00, 2022-09-14T21:30:00+00:00, 2022-09-23T21:30:00+00:00, 2022-10-03T21:30:00+00:00, 2022-10-11T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2022-12-20T21:30:00+00:00, 2022-12-27T21:30:00+00:00, 2023-04-06T21:30:00+00:00, 2023-04-20T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2022-09-12T21:30:00+00:00, 2022-09-22T21:30:00+00:00, 2022-09-28T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2022-10-14T21:30:00+00:00, 2022-10-18T21:30:00+00:00, 2022-12-19T21:30:00+00:00, 2022-12-21T21:30:00+00:00, 2023-01-10T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[6.0, 6.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.0, 9.0, 4.0, 18.0, 3.0, 2.0, 2.0]","[1.8500000000000014, -0.060000000000002274, 0.3100000000000023, 1.9200000000000017, 0.4299999999999997, 1.7000000000000028, 1.230000000000004, 1.8500000000000085, 2.0999999999999943, 1.3200000000000074, -1.0899999999999892, 0.5499999999999972, 0.45999999999999375, 20.69999999999999]","[3.105068815038606, -0.10157440325038475, 0.546833656729586, 3.2725413328788164, 0.7293080054274079, 2.8192371475953615, 1.8088235294117707, 2.711019929660036, 3.034682080924847, 1.5980629539951663, -1.349510957038491, 0.519848771266538, 0.43322659634582195, 19.48051948051947]",2023-10-04 00:01:36,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
WLDN,ALGO_RSI_EMA_ADX_CGPT,6,6,0,0.4983,1.5000,2.6820,"[2023-06-21T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-06-28T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2023-06-22T21:30:00+00:00, 2023-06-26T21:30:00+00:00, 2023-06-29T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 3.0]","[0.4400000000000013, 0.10999999999999943, 0.7199999999999989, 0.8900000000000006, 0.4299999999999997, 0.3999999999999986]","[2.5272831705916214, 0.6387921022067331, 4.031354983202681, 4.958217270194989, 2.017832003754105, 1.9184652278177388]",2023-10-04 01:12:38,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
RXRX,ALGO_RSI_EMA_ADX_CGPT,14,12,2,0.2486,1.7143,2.4962,"[2022-10-10T21:30:00+00:00, 2022-10-13T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2022-10-20T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-03T21:30:00+00:00, 2022-11-07T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2022-11-28T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2022-12-06T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2022-10-12T21:30:00+00:00, 2022-10-14T21:30:00+00:00, 2022-10-19T21:30:00+00:00, 2022-10-21T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-10-31T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-10T21:30:00+00:00, 2022-11-25T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2022-12-05T21:30:00+00:00, 2022-12-08T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0]","[0.03999999999999915, 0.5999999999999996, 0.1399999999999988, 0.6199999999999992, 0.4499999999999993, 0.27999999999999936, -0.21000000000000085, 0.22999999999999865, 0.9599999999999991, -0.22999999999999865, 0.09999999999999964, 0.16999999999999993, 0.27999999999999936, 0.05000000000000071]","[0.3669724770642124, 5.752636625119843, 1.3047530288909486, 6.326530612244889, 4.217432052483592, 2.6340545625587897, -1.960784313725498, 2.286282306163008, 9.856262833675554, -2.4338624338624197, 1.091703056768555, 1.8701870187018694, 3.056768558951958, 0.5773672055427334]",2023-10-04 00:49:30,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
ZS,ALGO_RSI_EMA_ADX_CGPT,8,8,0,3.5538,1.3750,2.4775,"[2023-08-14T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[2023-08-15T21:30:00+00:00, 2023-08-22T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.8400000000000034, 2.0, 5.300000000000011, 5.7099999999999795, 4.200000000000017, 1.960000000000008, 1.9800000000000182, 5.439999999999998]","[1.2924071082390975, 1.4084507042253522, 3.7232174218475667, 4.089964902227619, 2.9850746268656843, 1.3150831991411756, 1.3410999729070836, 3.6650272855891646]",2023-10-04 01:14:18,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
LTL,ALGO_RSI_EMA_ADX_CGPT,7,6,1,0.9210,4.8571,2.4744,"[2023-02-09T21:30:00+00:00, 2023-02-15T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-02-14T21:30:00+00:00, 2023-02-16T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[3.0, 1.0, 20.0, 5.0, 1.0, 2.0, 2.0]","[0.6433999999999997, 0.4983999999999966, -0.7265000000000015, 2.4268999999999963, 0.740000000000002, 2.0052999999999983, 0.8596000000000004]","[1.9588083966328218, 1.4676089517078816, -2.183222394182085, 7.168068145233927, 2.199108469539382, 4.7491160387166715, 1.961643435477541]",2023-10-04 00:13:10,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
CXM,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.2556,2.0000,2.2003,"[2023-03-15T21:30:00+00:00, 2023-03-21T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-08-18T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2023-03-17T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[2.0, 1.0, 1.0, 2.0, 4.0, 1.0, 5.0, 1.0, 1.0]","[0.35999999999999943, 0.4299999999999997, 0.23000000000000043, 0.5299999999999994, 0.17999999999999972, -0.08000000000000007, 0.3600000000000012, 0.28000000000000114, 0.010000000000001563]","[3.6072144288577093, 4.126679462571974, 2.000000000000004, 4.54545454545454, 1.3167520117044602, -0.571837026447463, 2.64317180616741, 2.0679468242245287, 0.0672494956287933]",2023-10-03 22:38:51,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
MGY,ALGO_RSI_EMA_ADX_CGPT,10,9,1,0.4760,5.1000,2.0672,"[2022-09-02T21:30:00+00:00, 2022-09-07T21:30:00+00:00, 2022-09-14T21:30:00+00:00, 2022-09-16T21:30:00+00:00, 2022-11-29T21:30:00+00:00, 2022-12-06T21:30:00+00:00, 2022-12-29T21:30:00+00:00, 2023-01-03T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2022-09-06T21:30:00+00:00, 2022-09-12T21:30:00+00:00, 2022-09-15T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2022-12-27T21:30:00+00:00, 2022-12-30T21:30:00+00:00, 2023-01-13T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[1.0, 3.0, 1.0, 13.0, 2.0, 14.0, 1.0, 8.0, 2.0, 6.0]","[0.4499999999999993, 1.5, 0.08000000000000185, -0.8500000000000014, 1.0300000000000011, 0.21000000000000085, 0.36999999999999744, 0.38000000000000256, 0.7199999999999989, 0.870000000000001]","[1.9488956258120367, 6.7842605156037985, 0.34320034320035114, -3.694046066927429, 4.043973301923836, 0.8702859510982215, 1.6256590509665967, 1.6351118760757428, 3.2757051865332065, 3.839364518976174]",2023-10-04 00:16:37,0.9,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
LPG,ALGO_RSI_EMA_ADX_CGPT,24,21,3,0.3917,2.1250,2.0548,"[2022-08-05T21:30:00+00:00, 2022-08-15T21:30:00+00:00, 2022-08-17T21:30:00+00:00, 2022-08-19T21:30:00+00:00, 2022-08-31T21:30:00+00:00, 2022-09-02T21:30:00+00:00, 2022-09-07T21:30:00+00:00, 2022-09-13T21:30:00+00:00, 2023-01-17T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-03-16T21:30:00+00:00, 2023-03-20T21:30:00+00:00, 2023-03-24T21:30:00+00:00, 2023-03-28T21:30:00+00:00, 2023-03-31T21:30:00+00:00, 2023-04-04T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-10T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-24T21:30:00+00:00]","[2022-08-08T21:30:00+00:00, 2022-08-16T21:30:00+00:00, 2022-08-18T21:30:00+00:00, 2022-08-30T21:30:00+00:00, 2022-09-01T21:30:00+00:00, 2022-09-06T21:30:00+00:00, 2022-09-12T21:30:00+00:00, 2022-09-15T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-03-17T21:30:00+00:00, 2023-03-21T21:30:00+00:00, 2023-03-27T21:30:00+00:00, 2023-03-30T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-04-13T21:30:00+00:00, 2023-05-09T21:30:00+00:00, 2023-05-11T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-07-19T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-09-05T21:30:00+00:00]","[1.0, 1.0, 1.0, 7.0, 1.0, 1.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 6.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 7.0]","[0.7199999999999989, 0.1999999999999993, 0.5199999999999996, -0.15000000000000036, 0.370000000000001, 0.5099999999999998, 0.47000000000000064, 0.08999999999999986, -0.6499999999999986, 0.2700000000000031, 0.5300000000000011, 0.17999999999999972, 1.4800000000000004, 0.5599999999999987, -0.129999999999999, 0.7000000000000028, 0.45000000000000284, 0.019999999999999574, 0.07000000000000028, 0.5, 0.5600000000000023, 0.28999999999999915, 0.33999999999999986, 1.5]","[4.777704047777033, 1.328903654485045, 3.5230352303523005, -0.9677419354838732, 2.65232974910395, 3.5764375876577823, 3.3005617977528137, 0.6139154160982255, -3.611111111111103, 1.4876033057851412, 3.0028328611898085, 0.910470409711683, 7.444668008048293, 2.7559055118110174, -0.6280193236714928, 3.5750766087844887, 2.2156573116691427, 0.09090909090908897, 0.32407407407407535, 2.3255813953488373, 2.2718052738336807, 1.1553784860557734, 1.357827476038338, 5.83203732503888]",2023-10-04 00:12:37,0.875,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,29
CFLT,ALGO_RSI_EMA_ADX_CGPT,10,10,0,0.6550,2.4000,1.9861,"[2023-07-27T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2023-08-04T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[6.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.1600000000000037, 0.22999999999999687, 0.10000000000000142, 0.519999999999996, 0.9299999999999997, 0.8500000000000014, 0.8100000000000023, 0.2700000000000031, 0.9199999999999946, 0.7600000000000016]","[3.250210142897181, 0.6839131727624052, 0.29197080291971217, 1.612903225806439, 2.932828760643329, 2.5867315885575213, 2.4642531183450025, 0.8361721895323727, 2.804023163669596, 2.3982328810350317]",2023-10-03 22:20:52,1.0,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
MGA,ALGO_RSI_EMA_ADX_CGPT,8,7,1,1.1212,4.6250,1.9813,"[2022-12-16T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-02-13T21:30:00+00:00, 2023-02-15T21:30:00+00:00, 2023-02-17T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2023-01-04T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-02-14T21:30:00+00:00, 2023-02-16T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[11.0, 1.0, 1.0, 1.0, 10.0, 8.0, 3.0, 2.0]","[0.8800000000000026, 2.8699999999999974, 1.9299999999999997, 0.4899999999999949, 1.2800000000000011, 0.5799999999999983, -0.07000000000000028, 1.009999999999998]","[1.525394349107302, 4.852891444031108, 3.5866939230626267, 0.8870383779869567, 2.2824536376604874, 1.0329474621549393, -0.12054417082831115, 1.8035714285714248]",2023-10-04 00:16:42,0.875,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-18 21:30:00+00:00,16
CRBU,ALGO_RSI_EMA_ADX_CGPT,9,8,1,0.1528,3.0000,1.9253,"[2022-10-19T21:30:00+00:00, 2022-10-24T21:30:00+00:00, 2022-10-27T21:30:00+00:00, 2022-11-02T21:30:00+00:00, 2022-11-04T21:30:00+00:00, 2022-11-17T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[2022-10-21T21:30:00+00:00, 2022-10-26T21:30:00+00:00, 2022-11-01T21:30:00+00:00, 2022-11-03T21:30:00+00:00, 2022-11-10T21:30:00+00:00, 2022-11-18T21:30:00+00:00, 2022-12-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[2.0, 2.0, 3.0, 1.0, 4.0, 1.0, 7.0, 4.0, 3.0]","[0.08999999999999986, 0.08000000000000007, 0.120000000000001, -0.27999999999999936, 0.22000000000000064, 0.29999999999999893, 0.4299999999999997, 0.09500000000000064, 0.3199999999999994]","[1.0033444816053494, 0.8247422680412378, 1.2282497441146467, -2.910602910602904, 2.2727272727272796, 3.314917127071811, 4.720087815587264, 1.5676567656765783, 5.306799336650073]",2023-10-03 22:32:28,0.8888888888888888,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,22
LGIH,ALGO_RSI_EMA_ADX_CGPT,19,17,2,2.1137,2.2632,1.9157,"[2022-12-27T21:30:00+00:00, 2023-03-01T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-03-13T21:30:00+00:00, 2023-03-15T21:30:00+00:00, 2023-03-20T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-10T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-07-07T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[2023-01-05T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-10T21:30:00+00:00, 2023-03-14T21:30:00+00:00, 2023-03-16T21:30:00+00:00, 2023-03-22T21:30:00+00:00, 2023-03-24T21:30:00+00:00, 2023-04-11T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[6.0, 3.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 12.0, 2.0, 1.0]","[2.6200000000000045, 2.930000000000007, -0.3499999999999943, 5.310000000000002, 1.1700000000000017, 0.6899999999999977, 3.4200000000000017, 2.519999999999996, 2.8600000000000136, 1.1199999999999903, 0.030000000000001137, 6.200000000000003, 2.660000000000011, 4.22999999999999, 4.22999999999999, 0.21000000000000796, -4.409999999999997, 3.9399999999999977, 0.7800000000000011]","[2.771900126957263, 2.810821181887958, -0.33699210475639735, 5.4150520089741, 1.1383537653239946, 0.646127914598743, 3.1873252562907752, 2.348555452003724, 2.6221692491060913, 0.9807355516637393, 0.025802012556980426, 5.457746478873242, 2.1889400921659075, 3.1747223056139218, 3.242124626350877, 0.15921152388173462, -3.4319066147859894, 3.3460721868365164, 0.6506506506506516]",2023-10-04 00:10:04,0.8947368421052632,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-12 21:30:00+00:00,22
ARHS,ALGO_RSI_EMA_ADX_CGPT,7,6,1,0.1757,1.5714,1.8098,"[2022-10-20T21:30:00+00:00, 2022-11-18T21:30:00+00:00, 2022-12-27T21:30:00+00:00, 2023-01-04T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[2022-10-21T21:30:00+00:00, 2022-11-21T21:30:00+00:00, 2022-12-28T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-15T21:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0]","[-0.07999999999999918, 0.02999999999999936, 0.17999999999999972, 0.5300000000000011, 0.09999999999999964, 0.14000000000000057, 0.33000000000000007]","[-1.0638297872340319, 0.35419126328216477, 1.9417475728155311, 5.567226890756315, 1.0040160642570244, 1.4598540145985461, 3.405572755417958]",2023-10-03 21:50:50,0.8571428571428571,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-15 21:30:00+00:00,19
GLBE,ALGO_RSI_EMA_ADX_CGPT,10,9,1,0.4920,5.1000,1.7560,"[2022-09-06T21:30:00+00:00, 2022-09-22T21:30:00+00:00, 2023-02-21T21:30:00+00:00, 2023-03-13T21:30:00+00:00, 2023-03-16T21:30:00+00:00, 2023-04-10T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-04-25T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2022-09-08T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-03-14T21:30:00+00:00, 2023-03-17T21:30:00+00:00, 2023-04-11T21:30:00+00:00, 2023-04-24T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2.0, 26.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8.0, 8.0, 2.0]","[0.15000000000000213, -4.059999999999999, 1.1799999999999997, 1.870000000000001, 1.0300000000000011, 1.5300000000000011, 0.38000000000000256, 0.75, 0.19999999999999574, 1.8900000000000006]","[0.5005005005005077, -13.342096615182381, 4.486692015209124, 7.3622047244094535, 3.777044371103781, 5.342178770949724, 1.2956017729287508, 2.615974886641088, 0.5220569042025469, 5.000000000000002]",2023-10-03 23:30:54,0.9,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
JPM,ALGO_RSI_EMA_ADX_CGPT,10,9,1,2.3105,6.7000,1.6858,"[2023-01-20T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-05-05T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-06-23T21:30:00+00:00, 2023-08-21T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2023-01-24T21:30:00+00:00, 2023-02-27T21:30:00+00:00, 2023-04-17T21:30:00+00:00, 2023-05-08T21:30:00+00:00, 2023-05-18T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-06-30T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2.0, 3.0, 27.0, 1.0, 3.0, 2.0, 1.0, 5.0, 18.0, 5.0]","[1.2549999999999955, 3.190000000000026, 1.9499999999999886, 1.0500000000000114, 4.0, 1.9800000000000182, 3.039999999999992, 6.060000000000002, -0.7300000000000182, 1.3100000000000023]","[0.9285291506362796, 2.296285632018447, 1.4130434782608614, 0.7695690413368597, 2.9790720190660607, 1.468624833110828, 2.226779958980363, 4.374187960155913, -0.48780487804879263, 0.8894018602756482]",2023-10-04 00:03:17,0.9,RSI_EMA_ADX_CGPT_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
