symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
AMUB,ALGO_EMA_XOVER_CGPT,18,16,2,0.2698,36.3889,2.1977,"[2021-01-19T21:30:00+00:00, 2021-02-26T21:30:00+00:00, 2021-03-03T21:30:00+00:00, 2021-03-09T21:30:00+00:00, 2021-03-12T21:30:00+00:00, 2021-04-30T21:30:00+00:00, 2021-05-07T21:30:00+00:00, 2021-05-14T21:30:00+00:00, 2021-06-09T21:30:00+00:00, 2021-06-14T21:30:00+00:00, 2022-03-10T21:30:00+00:00, 2022-04-06T21:30:00+00:00, 2022-04-14T21:30:00+00:00, 2022-04-22T21:30:00+00:00, 2022-06-03T21:30:00+00:00, 2022-06-09T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[2021-02-25T21:30:00+00:00, 2021-03-02T21:30:00+00:00, 2021-03-08T21:30:00+00:00, 2021-03-11T21:30:00+00:00, 2021-04-29T21:30:00+00:00, 2021-05-06T21:30:00+00:00, 2021-05-13T21:30:00+00:00, 2021-06-08T21:30:00+00:00, 2021-06-11T21:30:00+00:00, 2022-03-09T21:30:00+00:00, 2022-04-05T21:30:00+00:00, 2022-04-13T21:30:00+00:00, 2022-04-21T21:30:00+00:00, 2022-06-02T21:30:00+00:00, 2022-06-08T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[26.0, 2.0, 3.0, 2.0, 33.0, 4.0, 4.0, 16.0, 2.0, 185.0, 18.0, 5.0, 4.0, 28.0, 3.0, 157.0, 123.0, 40.0]","[0.3699999999999992, 0.33000000000000007, 0.2599999999999998, 0.3149999999999995, 0.35999999999999943, 0.02999999999999936, -0.0600000000000005, 0.47000000000000064, 0.5199999999999996, -0.19000000000000128, 0.11990000000000123, 0.5568000000000008, 0.21439999999999948, 0.2900000000000009, 0.33000000000000007, 0.2699999999999996, 0.35079999999999956, 0.3200000000000003]","[3.6779324055665925, 3.303303303303304, 2.4714828897338386, 2.9577464788732346, 3.281677301731991, 0.2671415850400655, -0.5119453924914719, 3.8778877887788834, 4.159999999999997, -1.4459665144596747, 0.9201771283413115, 4.227758331371826, 1.563822027716991, 2.093862815884483, 2.3338048090523342, 1.888111888111885, 2.383281700092393, 2.108036890645588]",2023-10-04 11:12:55,0.8888888888888888,EMA_XOVER_1D_STOCK_RESULTS,2023-09-21 21:30:00+00:00,13
MLPB,ALGO_EMA_XOVER_CGPT,25,22,3,0.3542,25.8400,2.1318,"[2021-01-21T21:30:00+00:00, 2021-02-24T21:30:00+00:00, 2021-02-26T21:30:00+00:00, 2021-03-03T21:30:00+00:00, 2021-03-05T21:30:00+00:00, 2021-03-17T21:30:00+00:00, 2021-04-30T21:30:00+00:00, 2021-05-11T21:30:00+00:00, 2021-05-14T21:30:00+00:00, 2021-05-19T21:30:00+00:00, 2021-05-24T21:30:00+00:00, 2021-06-04T21:30:00+00:00, 2021-06-09T21:30:00+00:00, 2021-06-14T21:30:00+00:00, 2022-03-09T21:30:00+00:00, 2022-04-22T21:30:00+00:00, 2022-05-09T21:30:00+00:00, 2022-05-20T21:30:00+00:00, 2022-05-27T21:30:00+00:00, 2022-06-01T21:30:00+00:00, 2022-06-09T21:30:00+00:00, 2022-12-05T21:30:00+00:00, 2023-02-16T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-22T21:30:00+00:00]","[2021-02-23T21:30:00+00:00, 2021-02-25T21:30:00+00:00, 2021-03-02T21:30:00+00:00, 2021-03-04T21:30:00+00:00, 2021-03-16T21:30:00+00:00, 2021-04-29T21:30:00+00:00, 2021-05-10T21:30:00+00:00, 2021-05-13T21:30:00+00:00, 2021-05-18T21:30:00+00:00, 2021-05-21T21:30:00+00:00, 2021-06-03T21:30:00+00:00, 2021-06-08T21:30:00+00:00, 2021-06-11T21:30:00+00:00, 2022-03-08T21:30:00+00:00, 2022-04-21T21:30:00+00:00, 2022-05-06T21:30:00+00:00, 2022-05-19T21:30:00+00:00, 2022-05-26T21:30:00+00:00, 2022-05-31T21:30:00+00:00, 2022-06-08T21:30:00+00:00, 2022-12-02T21:30:00+00:00, 2023-02-15T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[22.0, 1.0, 2.0, 1.0, 7.0, 30.0, 6.0, 2.0, 2.0, 2.0, 7.0, 2.0, 2.0, 184.0, 30.0, 10.0, 8.0, 4.0, 1.0, 5.0, 122.0, 49.0, 97.0, 36.0, 14.0]","[0.17999999999999972, 0.3899999999999988, 0.7451000000000008, 0.2400000000000002, 0.030000000000001137, 0.5099999999999998, 0.620000000000001, -0.030000000000001137, 0.40000000000000036, 0.629999999999999, 0.35999999999999943, 0.22000000000000242, 0.6499999999999986, 0.32500000000000284, 0.75, -0.4089000000000027, -0.379999999999999, 0.7899999999999991, 0.409399999999998, 0.7300000000000004, 0.125, 0.19000000000000128, 0.3000000000000007, 0.6500000000000021, 0.4299999999999997]","[1.3709063214013686, 2.8782287822878136, 5.648933669949438, 1.6830294530154295, 0.2031144211239075, 3.452945159106295, 4.06290956749673, -0.19181585677750088, 2.5157232704402537, 4.010184595798847, 2.230483271375461, 1.314217443249716, 3.7812681791739298, 1.8030513176144403, 4.054054054054054, -2.198387096774208, -2.1052631578947314, 4.4011142061281285, 2.1892345700137854, 3.788271925272447, 0.6458279514337381, 0.9698825931597819, 1.527494908350309, 3.200393894633196, 2.0603737422137023]",2023-10-04 13:55:12,0.88,EMA_XOVER_1D_STOCK_RESULTS,2023-09-21 21:30:00+00:00,13
DUOL,ALGO_EMA_XOVER_CGPT,10,9,1,3.0670,13.5000,2.1020,"[2023-03-07T21:30:00+00:00, 2023-03-23T21:30:00+00:00, 2023-04-04T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-05-22T21:30:00+00:00, 2023-05-24T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-03-22T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-05-11T21:30:00+00:00, 2023-05-19T21:30:00+00:00, 2023-05-23T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[11.0, 7.0, 26.0, 5.0, 1.0, 2.0, 3.0, 1.0, 71.0, 8.0]","[3.980000000000004, 3.9399999999999977, 3.819999999999993, 7.6699999999999875, 3.6899999999999977, -4.25, 2.210000000000008, 6.639999999999986, 0.5200000000000102, 2.4499999999999886]","[3.1096179389014798, 2.8527984939540927, 2.6435986159169502, 5.289655172413784, 2.4393468632246957, -2.8727862647019062, 1.4462404292912818, 4.296066252587983, 0.3174215602490601, 1.4980128401100512]",2023-10-04 12:18:24,0.9,EMA_XOVER_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
FATP,ALGO_EMA_XOVER_CGPT,11,10,1,0.2058,21.0000,1.9518,"[2022-09-22T21:30:00+00:00, 2023-01-05T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-04-24T21:30:00+00:00, 2023-05-26T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[2023-01-04T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-05-25T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-08T21:30:00+00:00]","[71.0, 16.0, 53.0, 2.0, 23.0, 3.0, 28.0, 3.0, 18.0, 10.0, 4.0]","[0.20000000000000107, 0.23000000000000043, 0.7300000000000004, 0.370000000000001, -0.040000000000000924, 0.16000000000000014, 0.10999999999999943, 0.016000000000000014, 0.09000000000000163, 0.2400000000000002, 0.15800000000000125]","[2.0100502512562923, 2.2660098522167527, 7.046332046332051, 3.406998158379383, -0.36697247706422864, 1.4967259120673542, 1.0223048327137494, 0.14727540500736389, 0.827966881324762, 2.181818181818184, 1.4311594202898665]",2023-10-04 12:37:20,0.9090909090909091,EMA_XOVER_1D_STOCK_RESULTS,2023-09-08 21:30:00+00:00,26
CCTSU,ALGO_EMA_XOVER_CGPT,7,7,0,0.1957,33.2857,1.8749,"[2022-09-29T21:30:00+00:00, 2023-01-30T21:30:00+00:00, 2023-02-24T21:30:00+00:00, 2023-02-28T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-14T21:30:00+00:00]","[2023-01-27T21:30:00+00:00, 2023-02-23T21:30:00+00:00, 2023-02-27T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-13T21:30:00+00:00]","[82.0, 17.0, 1.0, 3.0, 1.0, 124.0, 5.0]","[0.21000000000000085, 0.02999999999999936, 0.5400000000000009, 0.02999999999999936, 9.999999999976694e-05, 0.23000000000000043, 0.3299999999999983]","[2.0750988142292575, 0.29013539651836906, 5.207328833172623, 0.27497708524289055, 0.000959692898270316, 2.1946564885496223, 3.0812324929971826]",2023-10-04 11:45:47,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-13 21:30:00+00:00,21
ALKT,ALGO_EMA_XOVER_CGPT,7,6,1,0.3186,8.4286,1.8553,"[2023-06-29T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-09-01T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-09-29T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-07-13T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-21T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[9.0, 30.0, 3.0, 1.0, 11.0, 4.0, 1.0]","[0.9100000000000001, -0.09999999999999787, 0.3100000000000023, 0.5600000000000023, 0.14999999999999858, 0.35999999999999943, 0.0400000000000027]","[5.468750000000001, -0.5747126436781487, 1.8023255813953623, 3.192702394526809, 0.8333333333333255, 2.0442930153321943, 0.22062879205737837]",2023-10-04 11:09:27,0.8571428571428571,EMA_XOVER_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
CEG,ALGO_EMA_XOVER_CGPT,10,10,0,1.8340,21.5000,1.7732,"[2022-11-04T21:30:00+00:00, 2022-11-28T21:30:00+00:00, 2023-07-25T21:30:00+00:00, 2023-07-27T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-18T21:30:00+00:00, 2023-09-27T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-11-25T21:30:00+00:00, 2023-07-24T21:30:00+00:00, 2023-07-26T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-15T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[14.0, 162.0, 1.0, 6.0, 4.0, 8.0, 9.0, 4.0, 6.0, 1.0]","[1.509999999999991, 0.5300000000000011, 0.7199999999999989, 4.189999999999998, 0.8599999999999994, 2.440000000000012, 1.4100000000000108, 3.6599999999999966, 1.2299999999999898, 1.789999999999992]","[1.5879692922494384, 0.5516810658894569, 0.7503908285565386, 4.287322214263786, 0.8223369669152797, 2.2919406349802856, 1.3199775322973328, 3.3639705882352913, 1.1138277641945031, 1.642503211598451]",2023-10-04 11:47:12,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
COUR,ALGO_EMA_XOVER_CGPT,8,8,0,0.2975,4.0000,1.7632,"[2023-08-07T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-08-25T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-06T21:30:00+00:00, 2023-09-08T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2023-08-22T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-08-28T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-05T21:30:00+00:00, 2023-09-07T21:30:00+00:00, 2023-09-19T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[11.0, 1.0, 1.0, 1.0, 2.0, 1.0, 7.0, 8.0]","[0.3699999999999992, 0.46000000000000085, 0.5199999999999996, 0.25, 0.11999999999999744, 0.13000000000000256, 0.16999999999999815, 0.35999999999999943]","[2.3270440251572277, 2.8048780487804934, 3.15533980582524, 1.5015015015015016, 0.6944444444444295, 0.7270693512304394, 0.9229098805645936, 1.9726027397260242]",2023-10-04 11:58:45,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
EGGF,ALGO_EMA_XOVER_CGPT,6,6,0,0.1783,58.1667,1.7532,"[2022-05-04T21:30:00+00:00, 2022-11-28T21:30:00+00:00, 2023-02-08T21:30:00+00:00, 2023-05-31T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-09-29T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[2022-11-25T21:30:00+00:00, 2023-02-07T21:30:00+00:00, 2023-05-30T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-28T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[142.0, 48.0, 76.0, 52.0, 30.0, 1.0]","[0.13000000000000078, 0.1999999999999993, 0.21999999999999886, 0.22000000000000064, 0.13000000000000078, 0.16999999999999993]","[1.3319672131147622, 2.022244691607677, 2.1847070506454704, 2.1400778210116793, 1.2380952380952457, 1.6022620169651267]",2023-10-04 12:23:17,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-10-02 21:30:00+00:00,2
GAMC,ALGO_EMA_XOVER_CGPT,8,8,0,0.1770,46.0000,1.7451,"[2022-03-14T21:30:00+00:00, 2022-10-28T21:30:00+00:00, 2022-12-19T21:30:00+00:00, 2023-01-27T21:30:00+00:00, 2023-04-06T21:30:00+00:00, 2023-04-24T21:30:00+00:00, 2023-05-01T21:30:00+00:00, 2023-05-17T21:30:00+00:00, 2023-09-12T21:30:00+00:00]","[2022-10-27T21:30:00+00:00, 2022-12-16T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-04-05T21:30:00+00:00, 2023-04-21T21:30:00+00:00, 2023-04-28T21:30:00+00:00, 2023-05-16T21:30:00+00:00, 2023-09-11T21:30:00+00:00]","[158.0, 34.0, 25.0, 47.0, 10.0, 4.0, 11.0, 79.0]","[0.1899999999999995, 0.054999999999999716, 0.10999999999999943, 0.0600000000000005, 0.2710000000000008, 0.29999999999999893, 0.17999999999999972, 0.25]","[1.950718685831617, 0.5538771399798562, 1.1022044088176297, 0.5946481665014915, 2.649330335321154, 2.9126213592232904, 1.7821782178217795, 2.4154589371980677]",2023-10-04 12:51:43,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-11 21:30:00+00:00,23
DKDCA,ALGO_EMA_XOVER_CGPT,6,6,0,0.1805,59.5000,1.7031,"[2022-04-11T21:30:00+00:00, 2022-10-10T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-05-15T21:30:00+00:00, 2023-07-21T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2022-10-07T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-05-12T21:30:00+00:00, 2023-07-20T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[124.0, 77.0, 70.0, 45.0, 14.0, 27.0]","[0.21000000000000085, 0.21999999999999886, 0.2900000000000009, 0.2129999999999992, 0.09999999999999964, 0.05000000000000071]","[2.0608439646712546, 2.1153846153846043, 2.738432483474985, 1.9564618352163055, 0.9009009009008978, 0.44642857142857784]",2023-10-04 12:13:49,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-20 21:30:00+00:00,14
CHAA,ALGO_EMA_XOVER_CGPT,8,8,0,0.1703,51.0000,1.6670,"[2022-01-31T21:30:00+00:00, 2022-06-23T21:30:00+00:00, 2022-11-23T21:30:00+00:00, 2023-01-19T21:30:00+00:00, 2023-03-27T21:30:00+00:00, 2023-06-02T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-09-12T21:30:00+00:00, 2023-09-27T21:30:00+00:00]","[2022-06-22T21:30:00+00:00, 2022-11-22T21:30:00+00:00, 2023-01-18T21:30:00+00:00, 2023-03-24T21:30:00+00:00, 2023-06-01T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-26T21:30:00+00:00]","[98.0, 106.0, 36.0, 45.0, 46.0, 56.0, 11.0, 10.0]","[0.120000000000001, 0.20999999999999908, 0.120000000000001, 0.08999999999999986, 0.28200000000000003, 0.3000000000000007, 0.07000000000000028, 0.16999999999999993]","[1.2383900928792673, 2.140672782874608, 1.1988011988012086, 0.8875739644970401, 2.7755905511811023, 2.8735632183908115, 0.6517690875232801, 1.5697137580794083]",2023-10-04 11:49:21,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-26 21:30:00+00:00,8
ESAB,ALGO_EMA_XOVER_CGPT,16,15,1,0.9806,9.6250,1.5779,"[2023-01-17T21:30:00+00:00, 2023-01-20T21:30:00+00:00, 2023-01-24T21:30:00+00:00, 2023-01-26T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-02-06T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-08T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-06-08T21:30:00+00:00, 2023-06-16T21:30:00+00:00, 2023-07-05T21:30:00+00:00, 2023-07-12T21:30:00+00:00, 2023-08-03T21:30:00+00:00, 2023-08-07T21:30:00+00:00, 2023-08-09T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[2023-01-19T21:30:00+00:00, 2023-01-23T21:30:00+00:00, 2023-01-25T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-02-03T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-03-07T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-06-07T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-07-03T21:30:00+00:00, 2023-07-11T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-08-04T21:30:00+00:00, 2023-08-08T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2.0, 1.0, 1.0, 4.0, 1.0, 18.0, 1.0, 61.0, 1.0, 5.0, 10.0, 4.0, 15.0, 1.0, 1.0, 28.0]","[0.2700000000000031, 1.6099999999999994, 0.8800000000000026, 1.3900000000000006, 1.9699999999999989, 0.5399999999999991, 0.03999999999999915, 0.4799999999999969, 1.4699999999999989, 0.7000000000000028, -0.2599999999999909, 1.2199999999999989, 2.8700000000000045, 1.6400000000000006, 0.8099999999999881, 0.060000000000002274]","[0.5076142131979754, 3.0320150659133698, 1.5933369545536893, 2.472429740305942, 3.3333333333333313, 0.9006004002668431, 0.06635700066356859, 0.7741935483870918, 2.3925781249999982, 1.07974703069567, -0.39298669891171545, 1.8546670720583747, 4.118237910747603, 2.2985283812193424, 1.1327087120682253, 0.08331019161344387]",2023-10-04 12:29:58,0.9375,EMA_XOVER_1D_STOCK_RESULTS,2023-09-19 21:30:00+00:00,15
PWUP,ALGO_EMA_XOVER_CGPT,6,6,0,0.1697,27.5000,1.5670,"[2023-01-30T21:30:00+00:00, 2023-07-10T21:30:00+00:00, 2023-08-11T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-07-07T21:30:00+00:00, 2023-08-10T21:30:00+00:00, 2023-08-29T21:30:00+00:00, 2023-09-13T21:30:00+00:00, 2023-09-20T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[109.0, 23.0, 12.0, 9.0, 4.0, 8.0]","[0.08999999999999986, 0.35799999999999876, 0.009999999999999787, 0.019999999999999574, 0.28999999999999915, 0.25]","[0.866217516843117, 3.4121235226839373, 0.09090909090908897, 0.18214936247722746, 2.6363636363636287, 2.2143489813994686]",2023-10-04 14:26:38,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-10-03 21:30:00+00:00,1
LHC,ALGO_EMA_XOVER_CGPT,7,6,1,0.1571,56.5714,1.5163,"[2022-01-13T21:30:00+00:00, 2022-03-01T21:30:00+00:00, 2022-10-05T21:30:00+00:00, 2023-01-09T21:30:00+00:00, 2023-04-19T21:30:00+00:00, 2023-07-17T21:30:00+00:00, 2023-09-26T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[2022-01-25T21:30:00+00:00, 2022-10-04T21:30:00+00:00, 2023-01-06T21:30:00+00:00, 2023-04-18T21:30:00+00:00, 2023-07-14T21:30:00+00:00, 2023-09-25T21:30:00+00:00, 2023-09-28T21:30:00+00:00]","[6.0, 148.0, 64.0, 68.0, 59.0, 49.0, 2.0]","[-0.040000000000000924, 0.19000000000000128, 0.1899999999999995, 0.17999999999999972, 0.21999999999999886, 0.17999999999999972, 0.17999999999999972]","[-0.41067761806982467, 1.9447287615148543, 1.9076305220883483, 1.7475728155339778, 2.099236641221363, 1.675977653631282, 1.649862511457376]",2023-10-04 13:40:57,0.8571428571428571,EMA_XOVER_1D_STOCK_RESULTS,2023-09-28 21:30:00+00:00,6
SGII,ALGO_EMA_XOVER_CGPT,8,7,1,0.1530,31.3750,1.4904,"[2022-09-20T21:30:00+00:00, 2023-01-04T21:30:00+00:00, 2023-02-14T21:30:00+00:00, 2023-02-23T21:30:00+00:00, 2023-06-06T21:30:00+00:00, 2023-08-02T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-24T21:30:00+00:00, 2023-10-02T21:30:00+00:00]","[2023-01-03T21:30:00+00:00, 2023-02-13T21:30:00+00:00, 2023-02-22T21:30:00+00:00, 2023-06-05T21:30:00+00:00, 2023-08-01T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-23T21:30:00+00:00, 2023-09-29T21:30:00+00:00]","[72.0, 27.0, 5.0, 70.0, 38.0, 10.0, 4.0, 25.0]","[0.22000000000000064, 0.3299999999999983, -0.05999999999999872, 0.27000000000000135, 0.17999999999999972, 0.16999999999999993, 0.03399999999999892, 0.08000000000000007]","[2.2022022022022085, 3.2321253672869568, -0.5836575875486257, 2.6470588235294255, 1.7374517374517346, 1.6159695817490487, 0.3201205159589391, 0.7518796992481209]",2023-10-04 14:38:29,0.875,EMA_XOVER_1D_STOCK_RESULTS,2023-09-29 21:30:00+00:00,5
HPLT,ALGO_EMA_XOVER_CGPT,7,6,1,0.1456,36.7143,1.4366,"[2022-09-15T21:30:00+00:00, 2022-12-09T21:30:00+00:00, 2023-03-06T21:30:00+00:00, 2023-03-27T21:30:00+00:00, 2023-03-29T21:30:00+00:00, 2023-04-03T21:30:00+00:00, 2023-09-25T21:30:00+00:00]","[2022-12-08T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-03-24T21:30:00+00:00, 2023-03-28T21:30:00+00:00, 2023-03-31T21:30:00+00:00, 2023-09-22T21:30:00+00:00, 2023-10-03T21:30:00+00:00]","[59.0, 56.0, 14.0, 1.0, 2.0, 119.0, 6.0]","[0.2400000000000002, 0.1899999999999995, 0.0600000000000005, 0.3999999999999986, -0.4410000000000007, 0.28999999999999915, 0.27999999999999936]","[2.4514811031664987, 1.9057171514543578, 0.5911330049261133, 3.883495145631054, -4.152151398173436, 2.764537654909429, 2.6119402985074567]",2023-10-04 13:08:45,0.8571428571428571,EMA_XOVER_1D_STOCK_RESULTS,2023-10-03 21:30:00+00:00,1
TGAA,ALGO_EMA_XOVER_CGPT,6,6,0,0.1448,34.0000,1.3836,"[2022-11-17T21:30:00+00:00, 2023-02-02T21:30:00+00:00, 2023-05-03T21:30:00+00:00, 2023-06-13T21:30:00+00:00, 2023-06-15T21:30:00+00:00, 2023-08-15T21:30:00+00:00, 2023-09-21T21:30:00+00:00]","[2023-02-01T21:30:00+00:00, 2023-05-02T21:30:00+00:00, 2023-06-12T21:30:00+00:00, 2023-06-14T21:30:00+00:00, 2023-08-14T21:30:00+00:00, 2023-09-20T21:30:00+00:00]","[50.0, 61.0, 27.0, 1.0, 40.0, 25.0]","[0.19500000000000028, 0.14000000000000057, 0.07000000000000028, 0.10000000000000142, 0.2350000000000012, 0.12900000000000134]","[1.922129127649091, 1.3539651837524234, 0.6679389312977126, 0.9425070688030295, 2.2148916116870994, 1.1998883824760613]",2023-10-04 14:51:48,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-20 21:30:00+00:00,14
FSNB,ALGO_EMA_XOVER_CGPT,7,7,0,0.1324,57.2857,1.3068,"[2022-02-02T21:30:00+00:00, 2022-10-17T21:30:00+00:00, 2023-02-01T21:30:00+00:00, 2023-03-03T21:30:00+00:00, 2023-07-31T21:30:00+00:00, 2023-08-17T21:30:00+00:00, 2023-08-31T21:30:00+00:00, 2023-09-19T21:30:00+00:00]","[2022-10-14T21:30:00+00:00, 2023-01-31T21:30:00+00:00, 2023-03-02T21:30:00+00:00, 2023-07-28T21:30:00+00:00, 2023-08-16T21:30:00+00:00, 2023-08-30T21:30:00+00:00, 2023-09-18T21:30:00+00:00]","[176.0, 72.0, 20.0, 101.0, 12.0, 9.0, 11.0]","[0.16999999999999993, 0.1850000000000005, 0.054999999999999716, 0.23000000000000043, 0.08999999999999986, 0.129999999999999, 0.06700000000000017]","[1.7489711934156371, 1.8649193548387146, 0.5437469105289147, 2.2439024390243945, 0.8628954937679756, 1.239275500476635, 0.6442307692307708]",2023-10-04 12:48:13,1.0,EMA_XOVER_1D_STOCK_RESULTS,2023-09-18 21:30:00+00:00,16
