symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,trades_days,trades_profit,trades_percent,last_update,percent_wins,table_name,last_sale_date,last_sell_date_diff
FLEX,ALGO_ADX_28,24,23,1,0.3990,6.1250,2.1067,"[13.0, 5.0, 1.0, 1.0, 3.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 6.0, 37.0, 2.0, 1.0, 2.0, 5.0, 5.0, 1.0, 3.0, 1.0, 47.0, 2.0, 3.0]","[0.46000000000000085, 0.6300000000000008, 0.16000000000000014, 0.2699999999999996, 0.240000000000002, 1.3200000000000003, 0.05999999999999872, 0.05999999999999872, -0.07000000000000028, 0.4200000000000017, 0.35999999999999943, 1.1600000000000001, 0.16000000000000014, 0.030000000000001137, 0.05999999999999872, 0.18000000000000327, 0.33999999999999986, 1.1600000000000001, 0.02499999999999858, 0.7999999999999972, 0.17999999999999972, 0.6499999999999986, 0.46000000000000085, 0.46000000000000085]","[3.170227429359069, 4.098893949251795, 0.9756097560975618, 1.6493585827733632, 1.4176018901358654, 7.652173913043479, 0.3206841261357494, 0.31562335612834674, -0.38781163434903204, 2.2938285090114787, 2.0078081427774648, 6.433721575152523, 0.8217770929635344, 0.15723270440252168, 0.30864197530863535, 0.9077155824508486, 1.7115529826327704, 5.566218809980807, 0.11622501162249456, 3.762935089369695, 0.7860262008733613, 2.8310104529616664, 1.9541206457094344, 1.6905549430356517]",2023-09-12 01:22:59,0.9583333333333334,ADX_28_1D_STOCK_RESULTS,2023-09-01 21:30:00+00:00,16
SPSC,ALGO_ADX_28,15,14,1,2.7327,13.8000,2.1052,"[1.0, 1.0, 11.0, 4.0, 1.0, 1.0, 1.0, 5.0, 62.0, 11.0, 48.0, 1.0, 58.0, 1.0, 1.0]","[0.9399999999999977, 4.980000000000004, 1.8999999999999915, 0.5900000000000034, 4.8799999999999955, 4.030000000000001, 3.519999999999996, 2.640000000000015, 0.2599999999999909, 7.030000000000001, 2.3100000000000023, 1.789999999999992, 3.8100000000000023, -1.3799999999999955, 3.6899999999999977]","[0.8345170454545435, 4.536345418108949, 1.635815755488585, 0.5018713848247732, 4.102909029762902, 3.2209079283887476, 2.7543035993740186, 2.0398701900788248, 0.1970144729862779, 5.209722839780644, 1.5991692627206664, 1.2140531741725393, 2.4743473178334865, -0.7664111962679082, 2.023692003948666]",2023-09-12 01:38:44,0.9333333333333333,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
ACN,ALGO_ADX_28,7,7,0,6.3786,35.0000,2.1043,"[14.0, 4.0, 5.0, 3.0, 212.0, 3.0, 4.0]","[3.8500000000000227, 9.480000000000018, 0.34000000000003183, 7.25, 9.160000000000025, 7.160000000000025, 7.410000000000025]","[1.3882378393971164, 3.2973913043478325, 0.11164745673662096, 2.3349436392914655, 2.8917792650587275, 2.3642847708360932, 2.341972187104939]",2023-09-12 01:13:06,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
TUR,ALGO_ADX_28,12,11,1,0.5342,14.0000,2.0908,"[22.0, 2.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 118.0, 6.0]","[0.509999999999998, 0.370000000000001, 0.6600000000000001, 0.41000000000000014, 0.38000000000000256, 0.05000000000000071, 1.6799999999999997, 0.5600000000000023, 1.0900000000000034, 0.12000000000000455, -0.44999999999999574, 1.0300000000000011]","[2.6701570680628164, 1.8935516888434034, 3.2337089661930434, 1.9542421353670167, 1.7773620205799934, 0.22603978300181155, 6.693227091633465, 1.644640234948612, 3.164924506387931, 0.3313086692435244, -1.2288367012561328, 2.7291997880233203]",2023-09-12 01:40:41,0.9166666666666666,ADX_28_1D_STOCK_RESULTS,2023-09-06 21:30:00+00:00,11
MYRG,ALGO_ADX_28,16,15,1,2.0550,10.0000,2.0899,"[1.0, 3.0, 7.0, 1.0, 3.0, 9.0, 108.0, 2.0, 1.0, 5.0, 1.0, 8.0, 3.0, 2.0, 2.0, 4.0]","[1.190000000000012, 2.3400000000000034, 2.730000000000004, 2.8599999999999994, 1.7900000000000063, 1.2800000000000011, -3.0400000000000063, 2.1299999999999955, 0.4899999999999949, 1.75, 0.09000000000000341, 0.9500000000000028, 12.929999999999993, 0.7099999999999937, 2.680000000000007, 2.0]","[1.3838818467263776, 2.7555346208195988, 3.108985309190302, 3.192676936816253, 1.9571397332167138, 1.3336111689935415, -3.0660615229450388, 2.234343858176855, 0.5087737514276761, 1.79193118984231, 0.0904340836012896, 0.9614411496812091, 12.950721153846146, 0.5919132972071645, 2.2236973116495244, 1.4193456816407637]",2023-09-12 01:31:35,0.9375,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
LULU,ALGO_ADX_28,25,23,2,6.7776,8.0000,2.0545,"[2.0, 1.0, 2.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 3.0, 1.0, 1.0, 43.0, 2.0, 2.0, 2.0, 3.0, 1.0, 102.0, 4.0, 3.0, 1.0, 9.0]","[14.25, 5.180000000000007, 0.6999999999999886, 10.629999999999995, 8.260000000000048, 7.740000000000009, 11.819999999999993, 10.300000000000011, 0.9500000000000455, 6.079999999999984, 6.3799999999999955, 5.939999999999998, 5.439999999999998, 0.5500000000000114, 10.480000000000018, -2.8100000000000023, -5.449999999999989, 7.659999999999968, 18.55000000000001, 8.629999999999995, 2.519999999999982, 2.0300000000000296, 3.8500000000000227, 10.360000000000014, 19.399999999999977]","[5.137912385073012, 1.7842995418690388, 0.22928267278086753, 3.6187234042553174, 2.6810347625693947, 2.5024248302618846, 3.764091459142728, 3.211724352977865, 0.290049766433623, 1.917255297679107, 2.0919404551118093, 1.9288219249253145, 1.6524908869987844, 0.15784187114363937, 3.055839043592366, -0.7927551768887893, -1.5583004517641643, 2.177435401802202, 5.127708978328176, 2.298207770765092, 0.6621124540199637, 0.5328783304895733, 1.013157894736848, 2.7805362462760717, 5.097214923804513]",2023-09-12 01:29:44,0.92,ADX_28_1D_STOCK_RESULTS,2023-09-05 21:30:00+00:00,12
SEVN,ALGO_ADX_28,14,14,0,0.2107,12.1429,2.0513,"[9.0, 2.0, 125.0, 1.0, 2.0, 2.0, 4.0, 6.0, 2.0, 5.0, 2.0, 4.0, 2.0, 4.0]","[0.08000000000000007, 0.14039999999999964, 0.34999999999999964, 0.09999999999999964, 0.5099999999999998, 0.26900000000000013, 0.2699999999999996, 0.23000000000000043, 0.2400000000000002, 0.1999999999999993, 0.17999999999999972, 0.030000000000001137, 0.09999999999999964, 0.25]","[0.7525870178739423, 1.303669588471249, 3.205128205128202, 1.0752688172042972, 5.340314136125652, 2.7168972831027185, 2.6341463414634103, 2.1759697256386037, 2.2119815668202785, 1.9569471624266075, 1.739130434782606, 0.28708133971292954, 0.960614793467816, 2.358490566037736]",2023-09-12 01:37:32,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-25 21:30:00+00:00,23
CSCO,ALGO_ADX_28,7,7,0,1.0471,37.2857,2.0281,"[5.0, 126.0, 29.0, 76.0, 17.0, 4.0, 4.0]","[0.6499999999999986, 1.5300000000000011, 1.3500000000000014, 1.1599999999999966, 1.0900000000000034, 0.04999999999999716, 1.5]","[1.4220083132793668, 3.072597650366505, 2.6621968053638363, 2.22948299058235, 2.0358610384759124, 0.09057971014492239, 2.6838432635534084]",2023-09-12 01:19:39,1.0,ADX_28_1D_STOCK_RESULTS,2023-09-01 21:30:00+00:00,16
DGRW,ALGO_ADX_28,7,7,0,1.2743,34.5714,2.0230,"[3.0, 9.0, 77.0, 129.0, 3.0, 18.0, 3.0]","[1.4799999999999969, 1.4299999999999997, 0.3299999999999983, 1.4000000000000057, 1.6899999999999977, 1.1899999999999977, 1.3999999999999915]","[2.508474576271181, 2.3636363636363633, 0.5301204819277081, 2.2204599524187243, 2.5999999999999965, 1.807686465137472, 2.130898021308967]",2023-09-12 01:20:29,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-30 21:30:00+00:00,18
SDVY,ALGO_ADX_28,8,8,0,0.5487,31.6250,1.9833,"[2.0, 9.0, 3.0, 103.0, 8.0, 1.0, 120.0, 7.0]","[0.5199999999999996, 0.7199999999999989, 0.28999999999999915, 0.5899999999999999, 0.379999999999999, 0.5599999999999987, 0.7100000000000009, 0.620000000000001]","[2.0416175893207678, 2.7407689379520326, 1.066961000735832, 2.1454545454545446, 1.3590844062947032, 1.9774011299434981, 2.405149051490518, 2.1298522844383405]",2023-09-12 01:37:24,1.0,ADX_28_1D_STOCK_RESULTS,2023-08-31 21:30:00+00:00,17
